,code,start_date,end_date
2000,if1107,2011-05-23,2011-07-15
2001,if1108,2011-06-20,2011-08-19
2002,if1109,2011-01-24,2011-09-16
2003,if1110,2011-08-22,2011-10-21
2004,if1111,2011-09-19,2011-11-18
2005,if1112,2011-04-18,2011-12-16
2006,if1201,2011-11-21,2012-01-20
2007,if1202,2011-12-19,2012-02-17
2008,if1203,2011-07-18,2012-03-16
2009,if1204,2012-02-20,2012-04-20
2010,if1205,2012-03-19,2012-05-18
2011,if1206,2011-10-24,2012-06-15
2012,if1207,2012-05-21,2012-07-20
2013,if1208,2012-06-18,2012-08-17
2014,if1209,2012-01-30,2012-09-21
2015,if1210,2012-08-20,2012-10-19
2016,if1211,2012-09-24,2012-11-16
2017,if1212,2012-04-23,2012-12-21
2018,if1301,2012-11-19,2013-01-18
2019,if1302,2012-12-24,2013-02-18
2020,if1303,2012-07-23,2013-03-15
2021,if1304,2013-02-19,2013-04-19
2022,if1305,2013-03-18,2013-05-17
2023,if1306,2012-10-22,2013-06-21
2024,if1307,2013-05-20,2013-07-19
2025,if1308,2013-06-24,2013-08-16
2026,if1309,2013-01-21,2013-09-23
2027,if1310,2013-08-19,2013-10-18
2028,if1311,2013-09-24,2013-11-15
2029,if1312,2013-04-22,2013-12-20
2030,if1401,2013-11-18,2014-01-17
2031,if1402,2013-12-23,2014-02-21
2032,if1403,2013-07-22,2014-03-21
2033,if1404,2014-02-24,2014-04-18
2034,if1405,2014-03-24,2014-05-16
2035,if1406,2013-10-21,2014-06-20
2036,if1407,2014-05-19,2014-07-18
2037,if1408,2014-06-23,2014-08-15
2038,if1409,2014-01-20,2014-09-19
2039,if1410,2014-08-18,2014-10-17
2040,if1411,2014-09-22,2014-11-21
2041,if1412,2014-04-21,2014-12-19
2042,if1501,2014-11-24,2015-01-16
2043,if1502,2014-12-22,2015-02-25
2044,if1503,2014-07-21,2015-03-20
2045,if1504,2015-02-26,2015-04-17
2046,if1505,2015-03-23,2015-05-15
2047,if1506,2014-10-20,2015-06-19
2048,if1507,2015-05-18,2015-07-17
2049,if1508,2015-06-23,2015-08-21
2050,if1509,2015-01-19,2015-09-18
2051,if1510,2015-08-24,2015-10-16
2052,if1511,2015-09-21,2015-11-20
2053,if1512,2015-04-20,2015-12-18
2054,if1601,2015-11-23,2016-01-15
2055,if1602,2015-12-21,2016-02-19
2056,if1603,2015-07-20,2016-03-18
2057,if1604,2016-02-22,2016-04-15
2058,if1605,2016-03-21,2016-05-20
2059,if1606,2015-10-19,2016-06-17
2060,if1607,2016-05-23,2016-07-15
2061,if1608,2016-06-20,2016-08-19
2062,if1609,2016-01-18,2016-09-19
2063,if1610,2016-08-22,2016-10-21
2064,if1611,2016-09-20,2016-11-18
2065,if1612,2016-04-18,2016-12-16
2066,if1701,2016-11-21,2017-01-20
2067,if1702,2016-12-19,2017-02-17
2068,if1703,2016-07-18,2017-03-17
2069,if1704,2017-02-20,2017-04-21
2070,if1705,2017-03-20,2017-05-19
2071,if1706,2016-10-24,2017-06-16
2072,if1707,2017-05-22,2017-07-21
2073,if1708,2017-06-19,2017-08-18
2074,if1709,2017-01-23,2017-09-15
2075,if1710,2017-08-21,2017-10-20
2076,if1711,2017-09-18,2017-11-17
2077,if1712,2017-04-24,2017-12-15
2078,if1801,2017-11-20,2018-01-19
2079,if1802,2017-12-18,2018-02-22
2080,if1803,2017-07-24,2018-03-16
2081,if1804,2018-02-23,2018-04-20
2082,if1805,2018-03-19,2018-05-18
2083,if1806,2017-10-23,2018-06-15
2084,if1807,2018-05-21,2018-07-20
2085,if1808,2018-06-19,2018-08-17
2086,if1809,2018-01-22,2018-09-21
2087,if1810,2018-08-20,2018-10-19
2088,if1811,2018-09-25,2018-11-16
2089,if1812,2018-04-23,2018-12-21
2090,if1901,2018-11-19,2019-01-18
2091,if1902,2018-12-24,2019-02-15
2092,if1903,2018-07-23,2019-03-15
2093,if1904,2019-02-18,2019-04-19
2094,if1905,2019-03-18,2019-05-17
2095,if1906,2018-10-22,2019-06-21
2096,if1907,2019-05-20,2019-07-19
2097,if1908,2019-06-24,2019-08-16
2098,if1909,2019-01-21,2019-09-20
2099,if1910,2019-08-19,2019-10-18
2100,if1911,2019-09-23,2019-11-15
2101,if1912,2019-04-22,2019-12-20
2102,if2001,2019-11-18,2020-01-17
2103,if2003,2019-07-22,2020-03-20
2104,if2006,2019-10-21,2020-06-19
2105,if8888,2010-04-16,2030-01-01
2106,if9999,2010-04-16,2030-01-01
2107,ih1505,2015-04-16,2015-05-15
2108,ih1506,2015-04-16,2015-06-19
2109,ih1507,2015-05-18,2015-07-17
2110,ih1508,2015-06-23,2015-08-21
2111,ih1509,2015-04-16,2015-09-18
2112,ih1510,2015-08-24,2015-10-16
2113,ih1511,2015-09-21,2015-11-20
2114,ih1512,2015-04-16,2015-12-18
2115,ih1601,2015-11-23,2016-01-15
2116,ih1602,2015-12-21,2016-02-19
2117,ih1603,2015-07-20,2016-03-18
2118,ih1604,2016-02-22,2016-04-15
2119,ih1605,2016-03-21,2016-05-20
2120,ih1606,2015-10-19,2016-06-17
2121,ih1607,2016-05-23,2016-07-15
2122,ih1608,2016-06-20,2016-08-19
2123,ih1609,2016-01-18,2016-09-19
2124,ih1610,2016-08-22,2016-10-21
2125,ih1611,2016-09-20,2016-11-18
2126,ih1612,2016-04-18,2016-12-16
2127,ih1701,2016-11-21,2017-01-20
2128,ih1702,2016-12-19,2017-02-17
2129,ih1703,2016-07-18,2017-03-17
2130,ih1704,2017-02-20,2017-04-21
2131,ih1705,2017-03-20,2017-05-19
2132,ih1706,2016-10-24,2017-06-16
2133,ih1707,2017-05-22,2017-07-21
2134,ih1708,2017-06-19,2017-08-18
2135,ih1709,2017-01-23,2017-09-15
2136,ih1710,2017-08-21,2017-10-20
2137,ih1711,2017-09-18,2017-11-17
2138,ih1712,2017-04-24,2017-12-15
2139,ih1801,2017-11-20,2018-01-19
2140,ih1802,2017-12-18,2018-02-22
2141,ih1803,2017-07-24,2018-03-16
2142,ih1804,2018-02-23,2018-04-20
2143,ih1805,2018-03-19,2018-05-18
2144,ih1806,2017-10-23,2018-06-15
2145,ih1807,2018-05-21,2018-07-20
2146,ih1808,2018-06-19,2018-08-17
2147,ih1809,2018-01-22,2018-09-21
2148,ih1810,2018-08-20,2018-10-19
2149,ih1811,2018-09-25,2018-11-16
2150,ih1812,2018-04-23,2018-12-21
2151,ih1901,2018-11-19,2019-01-18
2152,ih1902,2018-12-24,2019-02-15
2153,ih1903,2018-07-23,2019-03-15
2154,ih1904,2019-02-18,2019-04-19
2155,ih1905,2019-03-18,2019-05-17
2156,ih1906,2018-10-22,2019-06-21
2157,ih1907,2019-05-20,2019-07-19
2158,ih1908,2019-06-24,2019-08-16
2159,ih1909,2019-01-21,2019-09-20
2160,ih1910,2019-08-19,2019-10-18
2161,ih1911,2019-09-23,2019-11-15
2162,ih1912,2019-04-22,2019-12-20
2163,ih2001,2019-11-18,2020-01-17
2164,ih2003,2019-07-22,2020-03-20
2165,ih2006,2019-10-21,2020-06-19
2166,ih8888,2015-04-16,2030-01-01
2167,ih9999,2015-04-16,2030-01-01
2168,j1109,2011-04-15,2011-09-15
2169,j1110,2011-04-15,2011-10-21
2170,j1111,2011-04-15,2011-11-14
2171,j1112,2011-04-15,2011-12-14
2172,j1201,2011-04-15,2012-01-17
2173,j1202,2011-04-15,2012-02-14
2174,j1203,2011-04-15,2012-03-14
2175,j1204,2011-04-15,2012-04-18
2176,j1205,2011-05-17,2012-05-15
2177,j1206,2011-06-16,2012-06-14
2178,j1207,2011-07-15,2012-07-13
2179,j1208,2011-08-15,2012-08-14
2180,j1209,2011-09-16,2012-09-14
2181,j1210,2011-10-24,2012-10-19
2182,j1211,2011-11-15,2012-11-14
2183,j1212,2011-12-15,2012-12-14
2184,j1301,2012-01-18,2013-01-17
2185,j1302,2012-02-15,2013-02-21
2186,j1303,2012-03-15,2013-03-14
2187,j1304,2012-04-19,2013-04-16
2188,j1305,2012-05-16,2013-05-15
2189,j1306,2012-06-15,2013-06-19
2190,j1307,2012-07-16,2013-07-12
2191,j1308,2012-08-15,2013-08-14
2192,j1309,2012-09-17,2013-09-13
2193,j1310,2012-10-22,2013-10-21
2194,j1311,2012-11-15,2013-11-14
2195,j1312,2012-12-17,2013-12-13
2196,j1401,2013-01-18,2014-01-15
2197,j1402,2013-02-22,2014-02-20
2198,j1403,2013-03-15,2014-03-14
2199,j1404,2013-04-17,2014-04-15
2200,j1405,2013-05-16,2014-05-16
2201,j1406,2013-06-20,2014-06-16
2202,j1407,2013-07-15,2014-07-14
2203,j1408,2013-08-15,2014-08-14
2204,j1409,2013-09-16,2014-09-15
2205,j1410,2013-10-22,2014-10-21
2206,j1411,2013-11-15,2014-11-14
2207,j1412,2013-12-16,2014-12-12
2208,j1501,2014-01-16,2015-01-16
2209,j1502,2014-02-21,2015-02-13
2210,j1503,2014-03-17,2015-03-13
2211,j1504,2014-04-16,2015-04-15
2212,j1505,2014-05-19,2015-05-15
2213,j1506,2014-06-17,2015-06-12
2214,j1507,2014-07-15,2015-07-14
2215,j1508,2014-08-15,2015-08-14
2216,j1509,2014-09-16,2015-09-16
2217,j1510,2014-10-22,2015-10-21
2218,j1511,2014-11-17,2015-11-13
2219,j1512,2014-12-15,2015-12-14
2220,j1601,2015-01-19,2016-01-15
2221,j1602,2015-02-16,2016-02-19
2222,j1603,2015-03-16,2016-03-14
2223,j1604,2015-04-16,2016-04-15
2224,j1605,2015-05-18,2016-05-16
2225,j1606,2015-06-15,2016-06-16
2226,j1607,2015-07-15,2016-07-14
2227,j1608,2015-08-17,2016-08-12
2228,j1609,2015-09-17,2016-09-14
2229,j1610,2015-10-22,2016-10-21
2230,j1611,2015-11-16,2016-11-14
2231,j1612,2015-12-15,2016-12-14
2232,j1701,2016-01-18,2017-01-16
2233,j1702,2016-02-22,2017-02-16
2234,j1703,2016-03-15,2017-03-14
2235,j1704,2016-04-18,2017-04-18
2236,j1705,2016-05-17,2017-05-15
2237,j1706,2016-06-17,2017-06-14
2238,j1707,2016-07-15,2017-07-14
2239,j1708,2016-08-15,2017-08-14
2240,j1709,2016-09-19,2017-09-14
2241,j1710,2016-10-24,2017-10-20
2242,j1711,2016-11-15,2017-11-14
2243,j1712,2016-12-15,2017-12-14
2244,j1801,2017-01-17,2018-01-15
2245,j1802,2017-02-17,2018-02-14
2246,j1803,2017-03-15,2018-03-14
2247,j1804,2017-04-19,2018-04-17
2248,j1805,2017-05-16,2018-05-15
2249,j1806,2017-06-15,2018-06-14
2250,j1807,2017-07-17,2018-07-13
2251,j1808,2017-08-15,2018-08-14
2252,j1809,2017-09-15,2018-09-14
2253,j1810,2017-10-23,2018-10-19
2254,j1811,2017-11-15,2018-11-14
2255,j1812,2017-12-15,2018-12-14
2256,j1901,2018-01-16,2019-01-15
2257,j1902,2018-02-22,2019-02-21
2258,j1903,2018-03-15,2019-03-14
2259,j1904,2018-04-18,2019-04-15
2260,j1905,2018-05-16,2019-05-17
2261,j1906,2018-06-15,2019-06-17
2262,j1907,2018-07-16,2019-07-12
2263,j1908,2018-08-15,2019-08-14
2264,j1909,2018-09-17,2019-09-16
2265,j1910,2018-10-22,2019-10-21
2266,j1911,2018-11-15,2019-11-14
2267,j1912,2018-12-17,2019-12-13
2268,j2001,2019-01-16,2020-01-15
2269,j2002,2019-02-22,2020-02-14
2270,j2003,2019-03-15,2020-03-13
2271,j2004,2019-04-16,2020-04-14
2272,j2005,2019-05-20,2020-05-15
2273,j2006,2019-06-18,2020-06-12
2274,j2007,2019-07-15,2020-07-14
2275,j2008,2019-08-15,2020-08-14
2276,j2009,2019-09-17,2020-09-14
2277,j2010,2019-10-22,2020-10-22
2278,j2011,2019-11-15,2020-11-13
2279,j8888,2011-04-15,2030-01-01
2280,j9999,2011-04-15,2030-01-01
2281,jd1403,2013-11-08,2014-03-14
2282,jd1404,2013-11-08,2014-04-15
2283,jd1405,2013-11-08,2014-05-16
2284,jd1406,2013-11-08,2014-06-16
2285,jd1409,2013-11-08,2014-09-15
2286,jd1410,2013-11-08,2014-10-21
2287,jd1411,2013-11-15,2014-11-14
2288,jd1412,2013-12-16,2014-12-12
2289,jd1501,2014-01-16,2015-01-16
2290,jd1502,2014-02-21,2015-02-13
2291,jd1503,2014-03-17,2015-03-13
2292,jd1504,2014-04-16,2015-04-15
2293,jd1505,2014-05-19,2015-05-15
2294,jd1506,2014-06-17,2015-06-12
2295,jd1509,2014-09-16,2015-09-16
2296,jd1510,2014-10-22,2015-10-21
2297,jd1511,2014-11-17,2015-11-13
2298,jd1512,2014-12-15,2015-12-14
2299,jd1601,2015-01-19,2016-01-15
2300,jd1602,2015-02-16,2016-02-19
2301,jd1603,2015-03-16,2016-03-14
2302,jd1604,2015-04-16,2016-04-15
2303,jd1605,2015-05-18,2016-05-16
2304,jd1606,2015-06-15,2016-06-16
2305,jd1609,2015-09-17,2016-09-14
2306,jd1610,2015-10-22,2016-10-21
2307,jd1611,2015-11-16,2016-11-14
2308,jd1612,2015-12-15,2016-12-14
2309,jd1701,2016-01-18,2017-01-16
2310,jd1702,2016-02-22,2017-02-16
2311,jd1703,2016-03-15,2017-03-28
2312,jd1704,2016-04-18,2017-04-25
2313,jd1705,2016-05-17,2017-05-24
2314,jd1706,2016-06-17,2017-06-27
2315,jd1707,2016-07-15,2017-07-26
2316,jd1708,2016-08-15,2017-08-28
2317,jd1709,2016-09-19,2017-09-26
2318,jd1710,2016-10-24,2017-10-26
2319,jd1711,2016-11-15,2017-11-27
2320,jd1712,2016-12-15,2017-12-26
2321,jd1801,2017-01-17,2018-01-26
2322,jd1802,2017-02-17,2018-02-23
2323,jd1803,2017-03-15,2018-03-27
2324,jd1804,2017-04-26,2018-04-25
2325,jd1805,2017-05-25,2018-05-28
2326,jd1806,2017-06-28,2018-06-26
2327,jd1807,2017-07-27,2018-07-26
2328,jd1808,2017-08-29,2018-08-28
2329,jd1809,2017-09-27,2018-09-25
2330,jd1810,2017-10-27,2018-10-26
2331,jd1811,2017-11-28,2018-11-27
2332,jd1812,2017-12-27,2018-12-25
2333,jd1901,2018-01-29,2019-01-28
2334,jd1902,2018-02-26,2019-02-25
2335,jd1903,2018-03-28,2019-03-26
2336,jd1904,2018-04-25,2019-04-25
2337,jd1905,2018-05-29,2019-05-28
2338,jd1906,2018-06-27,2019-06-25
2339,jd1907,2018-07-27,2019-07-26
2340,jd1908,2018-08-29,2019-08-27
2341,jd1909,2018-09-26,2019-09-25
2342,jd1910,2018-10-29,2019-10-28
2343,jd1911,2018-11-28,2019-11-26
2344,jd1912,2018-12-26,2019-12-26
2345,jd2001,2019-01-29,2020-01-21
2346,jd2002,2019-02-26,2020-02-25
2347,jd2003,2019-03-27,2020-03-26
2348,jd2004,2019-04-26,2020-04-27
2349,jd2005,2019-05-29,2020-05-26
2350,jd2006,2019-06-26,2020-06-23
2351,jd2007,2019-07-29,2020-07-28
2352,jd2008,2019-08-28,2020-08-26
2353,jd2009,2019-09-26,2020-09-25
2354,jd2010,2019-10-29,2020-10-27
2355,jd2011,2019-11-27,2020-11-25
2356,jd8888,2013-11-08,2030-01-01
2357,jd9999,2013-11-08,2030-01-01
2358,jm1307,2013-03-22,2013-07-12
2359,jm1308,2013-03-22,2013-08-14
2360,jm1309,2013-03-22,2013-09-13
2361,jm1310,2013-03-22,2013-10-21
2362,jm1311,2013-03-22,2013-11-14
2363,jm1312,2013-03-22,2013-12-13
2364,jm1401,2013-03-22,2014-01-15
2365,jm1402,2013-03-22,2014-02-20
2366,jm1403,2013-03-22,2014-03-14
2367,jm1404,2013-04-17,2014-04-15
2368,jm1405,2013-05-16,2014-05-16
2369,jm1406,2013-06-20,2014-06-16
2370,jm1407,2013-07-15,2014-07-14
2371,jm1408,2013-08-15,2014-08-14
2372,jm1409,2013-09-16,2014-09-15
2373,jm1410,2013-10-22,2014-10-21
2374,jm1411,2013-11-15,2014-11-14
2375,jm1412,2013-12-16,2014-12-12
2376,jm1501,2014-01-16,2015-01-16
2377,jm1502,2014-02-21,2015-02-13
2378,jm1503,2014-03-17,2015-03-13
2379,jm1504,2014-04-16,2015-04-15
2380,jm1505,2014-05-19,2015-05-15
2381,jm1506,2014-06-17,2015-06-12
2382,jm1507,2014-07-15,2015-07-14
2383,jm1508,2014-08-15,2015-08-14
2384,jm1509,2014-09-16,2015-09-16
2385,jm1510,2014-10-22,2015-10-21
2386,jm1511,2014-11-17,2015-11-13
2387,jm1512,2014-12-15,2015-12-14
2388,jm1601,2015-01-19,2016-01-15
2389,jm1602,2015-02-16,2016-02-19
2390,jm1603,2015-03-16,2016-03-14
2391,jm1604,2015-04-16,2016-04-15
2392,jm1605,2015-05-18,2016-05-16
2393,jm1606,2015-06-15,2016-06-16
2394,jm1607,2015-07-15,2016-07-14
2395,jm1608,2015-08-17,2016-08-12
2396,jm1609,2015-09-17,2016-09-14
2397,jm1610,2015-10-22,2016-10-21
2398,jm1611,2015-11-16,2016-11-14
2399,jm1612,2015-12-15,2016-12-14
2400,jm1701,2016-01-18,2017-01-16
2401,jm1702,2016-02-22,2017-02-16
2402,jm1703,2016-03-15,2017-03-14
2403,jm1704,2016-04-18,2017-04-18
2404,jm1705,2016-05-17,2017-05-15
2405,jm1706,2016-06-17,2017-06-14
2406,jm1707,2016-07-15,2017-07-14
2407,jm1708,2016-08-15,2017-08-14
2408,jm1709,2016-09-19,2017-09-14
2409,jm1710,2016-10-24,2017-10-20
2410,jm1711,2016-11-15,2017-11-14
2411,jm1712,2016-12-15,2017-12-14
2412,jm1801,2017-01-17,2018-01-15
2413,jm1802,2017-02-17,2018-02-14
2414,jm1803,2017-03-15,2018-03-14
2415,jm1804,2017-04-19,2018-04-17
2416,jm1805,2017-05-16,2018-05-15
2417,jm1806,2017-06-15,2018-06-14
2418,jm1807,2017-07-17,2018-07-13
2419,jm1808,2017-08-15,2018-08-14
2420,jm1809,2017-09-15,2018-09-14
2421,jm1810,2017-10-23,2018-10-19
2422,jm1811,2017-11-15,2018-11-14
2423,jm1812,2017-12-15,2018-12-14
2424,jm1901,2018-01-16,2019-01-15
2425,jm1902,2018-02-22,2019-02-21
2426,jm1903,2018-03-15,2019-03-14
2427,jm1904,2018-04-18,2019-04-15
2428,jm1905,2018-05-16,2019-05-17
2429,jm1906,2018-06-15,2019-06-17
2430,jm1907,2018-07-16,2019-07-12
2431,jm1908,2018-08-15,2019-08-14
2432,jm1909,2018-09-17,2019-09-16
2433,jm1910,2018-10-22,2019-10-21
2434,jm1911,2018-11-15,2019-11-14
2435,jm1912,2018-12-17,2019-12-13
2436,jm2001,2019-01-16,2020-01-15
2437,jm2002,2019-02-22,2020-02-14
2438,jm2003,2019-03-15,2020-03-13
2439,jm2004,2019-04-16,2020-04-14
2440,jm2005,2019-05-20,2020-05-15
2441,jm2006,2019-06-18,2020-06-12
2442,jm2007,2019-07-15,2020-07-14
2443,jm2008,2019-08-15,2020-08-14
2444,jm2009,2019-09-17,2020-09-14
2445,jm2010,2019-10-22,2020-10-22
2446,jm2011,2019-11-15,2020-11-13
2447,jm8888,2013-03-22,2030-01-01
2448,jm9999,2013-03-22,2030-01-01
2449,jr403,2013-11-18,2014-03-14
2450,jr405,2013-11-18,2014-05-16
2451,jr407,2013-11-18,2014-07-14
2452,jr409,2013-11-18,2014-09-15
2453,jr411,2013-11-18,2014-11-14
2454,jr501,2014-01-16,2015-01-16
2455,jr503,2014-03-17,2015-03-13
2456,jr505,2014-05-19,2015-05-15
2457,jr507,2014-07-15,2015-07-14
2458,jr509,2014-09-16,2015-09-16
2459,jr511,2014-11-17,2015-11-13
2460,jr601,2015-01-19,2016-01-15
2461,jr603,2015-03-16,2016-03-14
2462,jr605,2015-05-18,2016-05-16
2463,jr607,2015-07-15,2016-07-14
2464,jr609,2015-09-17,2016-09-14
2465,jr611,2015-11-16,2016-11-14
2466,jr701,2016-01-18,2017-01-16
2467,jr703,2016-03-15,2017-03-14
2468,jr705,2016-05-17,2017-05-15
2469,jr707,2016-07-15,2017-07-14
2470,jr709,2016-09-19,2017-09-14
2471,jr711,2016-11-15,2017-11-14
2472,jr801,2017-01-17,2018-01-15
2473,jr803,2017-03-15,2018-03-14
2474,jr805,2017-05-16,2018-05-15
2475,jr807,2017-07-17,2018-07-13
2476,jr809,2017-09-15,2018-09-14
2477,jr811,2017-11-15,2018-11-14
2478,jr901,2018-01-16,2019-01-15
2479,jr903,2018-03-15,2019-03-14
2480,jr905,2018-05-16,2019-05-17
2481,jr907,2018-07-16,2019-07-12
2482,jr909,2018-09-17,2019-09-16
2483,jr911,2018-11-15,2019-11-14
2484,jr001,2019-01-16,2020-01-15
2485,jr003,2019-03-15,2020-03-13
2486,jr005,2019-05-20,2020-05-15
2487,jr007,2019-07-15,2020-07-14
2488,jr009,2019-09-17,2020-09-14
2489,jr011,2019-11-15,2020-11-13
2490,jr8888,2013-11-18,2030-01-01
2491,jr9999,2013-11-18,2030-01-01
2492,l0710,2007-07-31,2007-10-19
2493,l0711,2007-07-31,2007-11-14
2494,l0712,2007-07-31,2007-12-14
2495,l0801,2007-07-31,2008-01-15
2496,l0802,2007-07-31,2008-02-21
2497,l0803,2007-07-31,2008-03-14
2498,l0804,2007-07-31,2008-04-15
2499,l0805,2007-07-31,2008-05-16
2500,l0806,2007-07-31,2008-06-16
2501,l0807,2007-07-31,2008-07-14
2502,l0808,2007-08-15,2008-08-14
2503,l0809,2007-09-17,2008-09-12
2504,l0810,2007-10-22,2008-10-17
2505,l0811,2007-11-15,2008-11-14
2506,l0812,2007-12-17,2008-12-12
2507,l0901,2008-01-16,2009-01-16
2508,l0902,2008-02-22,2009-02-13
2509,l0903,2008-03-17,2009-03-13
2510,l0904,2008-04-16,2009-04-15
2511,l0905,2008-05-19,2009-05-15
2512,l0906,2008-06-17,2009-06-12
2513,l0907,2008-07-15,2009-07-14
2514,l0908,2008-08-15,2009-08-14
2515,l0909,2008-09-16,2009-09-14
2516,l0910,2008-10-20,2009-10-22
2517,l0911,2008-11-17,2009-11-13
2518,l0912,2008-12-15,2009-12-14
2519,l1001,2009-01-19,2010-01-15
2520,l1002,2009-02-16,2010-02-12
2521,l1003,2009-03-16,2010-03-12
2522,l1004,2009-04-16,2010-04-15
2523,l1005,2009-05-18,2010-05-17
2524,l1006,2009-06-15,2010-06-17
2525,l1007,2009-07-15,2010-07-14
2526,l1008,2009-08-17,2010-08-13
2527,l1009,2009-09-15,2010-09-14
2528,l1010,2009-10-23,2010-10-21
2529,l1011,2009-11-16,2010-11-12
2530,l1012,2009-12-15,2010-12-14
2531,l1101,2010-01-18,2011-01-17
2532,l1102,2010-02-22,2011-02-21
2533,l1103,2010-03-15,2011-03-14
2534,l1104,2010-04-16,2011-04-18
2535,l1105,2010-05-18,2011-05-16
2536,l1106,2010-06-18,2011-06-15
2537,l1107,2010-07-15,2011-07-14
2538,l1108,2010-08-16,2011-08-12
2539,l1109,2010-09-15,2011-09-15
2540,l1110,2010-10-22,2011-10-21
2541,l1111,2010-11-15,2011-11-14
2542,l1112,2010-12-15,2011-12-14
2543,l1201,2011-01-18,2012-01-17
2544,l1202,2011-02-22,2012-02-14
2545,l1203,2011-03-15,2012-03-14
2546,l1204,2011-04-19,2012-04-18
2547,l1205,2011-05-17,2012-05-15
2548,l1206,2011-06-16,2012-06-14
2549,l1207,2011-07-15,2012-07-13
2550,l1208,2011-08-15,2012-08-14
2551,l1209,2011-09-16,2012-09-14
2552,l1210,2011-10-24,2012-10-19
2553,l1211,2011-11-15,2012-11-14
2554,l1212,2011-12-15,2012-12-14
2555,l1301,2012-01-18,2013-01-17
2556,l1302,2012-02-15,2013-02-21
2557,l1303,2012-03-15,2013-03-14
2558,l1304,2012-04-19,2013-04-16
2559,l1305,2012-05-16,2013-05-15
2560,l1306,2012-06-15,2013-06-19
2561,l1307,2012-07-16,2013-07-12
2562,l1308,2012-08-15,2013-08-14
2563,l1309,2012-09-17,2013-09-13
2564,l1310,2012-10-22,2013-10-21
2565,l1311,2012-11-15,2013-11-14
2566,l1312,2012-12-17,2013-12-13
2567,l1401,2013-01-18,2014-01-15
2568,l1402,2013-02-22,2014-02-20
2569,l1403,2013-03-15,2014-03-14
2570,l1404,2013-04-17,2014-04-15
2571,l1405,2013-05-16,2014-05-16
2572,l1406,2013-06-20,2014-06-16
2573,l1407,2013-07-15,2014-07-14
2574,l1408,2013-08-15,2014-08-14
2575,l1409,2013-09-16,2014-09-15
2576,l1410,2013-10-22,2014-10-21
2577,l1411,2013-11-15,2014-11-14
2578,l1412,2013-12-16,2014-12-12
2579,l1501,2014-01-16,2015-01-16
2580,l1502,2014-02-21,2015-02-13
2581,l1503,2014-03-17,2015-03-13
2582,l1504,2014-04-16,2015-04-15
2583,l1505,2014-05-19,2015-05-15
2584,l1506,2014-06-17,2015-06-12
2585,l1507,2014-07-15,2015-07-14
2586,l1508,2014-08-15,2015-08-14
2587,l1509,2014-09-16,2015-09-16
2588,l1510,2014-10-22,2015-10-21
2589,l1511,2014-11-17,2015-11-13
2590,l1512,2014-12-15,2015-12-14
2591,l1601,2015-01-19,2016-01-15
2592,l1602,2015-02-16,2016-02-19
2593,l1603,2015-03-16,2016-03-14
2594,l1604,2015-04-16,2016-04-15
2595,l1605,2015-05-18,2016-05-16
2596,l1606,2015-06-15,2016-06-16
2597,l1607,2015-07-15,2016-07-14
2598,l1608,2015-08-17,2016-08-12
2599,l1609,2015-09-17,2016-09-14
2600,l1610,2015-10-22,2016-10-21
2601,l1611,2015-11-16,2016-11-14
2602,l1612,2015-12-15,2016-12-14
2603,l1701,2016-01-18,2017-01-16
2604,l1702,2016-02-22,2017-02-16
2605,l1703,2016-03-15,2017-03-14
2606,l1704,2016-04-18,2017-04-18
2607,l1705,2016-05-17,2017-05-15
2608,l1706,2016-06-17,2017-06-14
2609,l1707,2016-07-15,2017-07-14
2610,l1708,2016-08-15,2017-08-14
2611,l1709,2016-09-19,2017-09-14
2612,l1710,2016-10-24,2017-10-20
2613,l1711,2016-11-15,2017-11-14
2614,l1712,2016-12-15,2017-12-14
2615,l1801,2017-01-17,2018-01-15
2616,l1802,2017-02-17,2018-02-14
2617,l1803,2017-03-15,2018-03-14
2618,l1804,2017-04-19,2018-04-17
2619,l1805,2017-05-16,2018-05-15
2620,l1806,2017-06-15,2018-06-14
2621,l1807,2017-07-17,2018-07-13
2622,l1808,2017-08-15,2018-08-14
2623,l1809,2017-09-15,2018-09-14
2624,l1810,2017-10-23,2018-10-19
2625,l1811,2017-11-15,2018-11-14
2626,l1812,2017-12-15,2018-12-14
2627,l1901,2018-01-16,2019-01-15
2628,l1902,2018-02-22,2019-02-21
2629,l1903,2018-03-15,2019-03-14
2630,l1904,2018-04-18,2019-04-15
2631,l1905,2018-05-16,2019-05-17
2632,l1906,2018-06-15,2019-06-17
2633,l1907,2018-07-16,2019-07-12
2634,l1908,2018-08-15,2019-08-14
2635,l1909,2018-09-17,2019-09-16
2636,l1910,2018-10-22,2019-10-21
2637,l1911,2018-11-15,2019-11-14
2638,l1912,2018-12-17,2019-12-13
2639,l2001,2019-01-16,2020-01-15
2640,l2002,2019-02-22,2020-02-14
2641,l2003,2019-03-15,2020-03-13
2642,l2004,2019-04-16,2020-04-14
2643,l2005,2019-05-20,2020-05-15
2644,l2006,2019-06-18,2020-06-12
2645,l2007,2019-07-15,2020-07-14
2646,l2008,2019-08-15,2020-08-14
2647,l2009,2019-09-17,2020-09-14
2648,l2010,2019-10-22,2020-10-22
2649,l2011,2019-11-15,2020-11-13
2650,l8888,2007-07-31,2030-01-01
2651,l9999,2007-07-31,2030-01-01
2652,lr411,2014-07-08,2014-11-14
2653,lr501,2014-07-08,2015-01-16
2654,lr503,2014-07-08,2015-03-13
